1,30406	3,73851	1,36454	3,75948	3,99946	-0,189138 	3962	1,36454	3,75948	3,99946	-0,189138 	4002	
1,12809	2,69174	1,53999	3,62496	3,93852	-0,181594 	3910	1,00309	2,71674	2,896	0,0839525 	4251	
3,09626	2,16718	3,27627	2,29364	3,99934	-0,189124 	474	3,27627	2,29364	3,99934	-0,189124 	474	
3,94626	0,989436	3,82126	1,01444	3,95362	-0,183549 	4002	3,9919	1,00136	4,11558	99999,8 	4002	
2,33515	3,14672	2,39746	3,20143	3,99962	-0,189157 	3957	2,39746	3,20143	3,99962	-0,189157 	3957	
2,09336	1,52011	3,23617	2,32377	3,98405	-0,187317 	3902	1,38993	1,00509	1,71526	0,576929 	4493	
1,68639	2,49673	2,23016	3,31191	3,99279	-0,188357 	3911	2,24524	3,26372	3,96144	-0,184539 	3899	
2,99225	2,26324	3,17318	2,40862	3,98379	-0,187285 	3945	3,17318	2,40862	3,98379	-0,187285 	3945	
2,84869	1,37962	3,59574	1,75038	3,99915	-0,189101 	3898	2,94869	1,47962	3,2991	-0,0475453 	4203	
2,97403	1,11869	3,60554	1,36662	3,85585	-0,169886 	4334	2,97403	1,01869	3,14366	-0,000656616 	4201	
3,18094	1,11117	3,76313	1,29907	3,98104	-0,186955 	4330	3,18094	1,01117	3,3378	-0,0584057 	4183	
2,66988	2,10065	3,13905	2,46672	3,99228	-0,188297 	3926	3,13091	2,46725	3,98621	-0,187576 	3926	
2,97531	1,54458	3,52084	1,88397	3,9932	-0,188405 	4331	3,52212	1,84539	3,97628	-0,186377 	3936	
1,22065	1,20662	2,86039	2,79357	3,99823	-0,188995 	3894	2,79337	2,67495	3,86759	-0,171653 	4204	
2,0961	1,09571	3,51376	1,83313	3,9632	-0,18476 	3878	3,51376	1,83313	3,9632	-0,18476 	4184	
2,7738	1,07547	3,71947	1,45989	3,99571	-0,188701 	3886	2,7918	1,01147	2,96938	0,0577107 	4251	
2,20176	2,51342	2,63009	3,01218	3,99882	-0,189064 	3925	2,61895	2,99307	3,97711	-0,186478 	3925	
1,2364	1,86716	2,16042	3,30967	3,95238	-0,183391 	3892	2,05823	3,14745	3,76069	-0,154307 	4201	
2,27079	1,02449	3,49877	1,59025	3,84321	-0,167947 	4002	2,3103	1,00352	2,51884	0,231564 	4333	
3,75225	1,12254	3,81785	1,17834	3,99556	-0,188682 	3940	3,36644	1,00572	3,51346	-0,103418 	4092	
3,64788	1,00738	3,74788	1,10738	3,90805	-0,177477 	4002	3,69444	1,0005	3,82752	-0,165483 	4077	
1,87289	2,36727	2,47361	3,14292	3,99959	-0,189153 	3911	2,47055	3,12352	3,98246	-0,187126 	3914	
3,33137	2,07321	3,39185	2,11685	3,99821	-0,188993 	3956	3,3898	2,11966	3,99796	-0,188964 	3958	
1,89065	2,96684	2,13159	3,34235	3,96421	-0,184887 	331	1,00914	1,50476	1,81181	0,535982 	4455	
3,71892	1,04544	3,81892	1,14544	3,98701	-0,187671 	4002	3,45467	1,00722	3,59851	-0,122601 	4093	
2,30174	1,75205	3,16894	2,39676	3,97324	-0,186005 	3861	2,40174	1,85205	3,03289	0,035771 	4253	
2,53136	1,10586	3,66581	1,58409	3,99343	-0,188432 	3866	2,53136	1,00586	2,72388	0,148931 	4287	
2,87039	1,97088	3,29204	2,26943	3,99848	-0,189024 	3862	3,27311	2,27633	3,98684	-0,187651 	3932	
3,13306	1,57887	3,56241	1,80423	3,99325	-0,188411 	3862	1,90957	1,00339	2,15713	0,386148 	4336	
2,2599	2,86397	2,47711	3,13896	3,99864	-0,189043 	482	2,47711	3,13896	3,99864	-0,189043 	482	
2,9668	1,30955	3,59689	1,59475	3,93457	-0,181074 	4334	3,0668	1,40955	3,37521	-0,0685888 	4203	
2,7022	2,02653	3,15987	2,3831	3,95777	-0,184076 	3925	3,1766	2,38059	3,96964	-0,185561 	3927	
3,32377	1,96813	3,42377	2,06813	3,99992	-0,189192 	3932	3,42377	2,06813	3,99992	-0,189192 	3953	
2,67171	1,08109	3,71417	1,4774	3,99722	-0,188877 	3866	2,68171	1,00109	2,86247	0,0962485 	4251	
1,16526	2,84012	1,52259	3,6983	3,99946	-0,189138 	3921	1,04026	2,86512	3,04812	0,0306214 	4232	
2,03504	1,31717	3,27059	2,12281	3,89911	-0,176225 	3880	3,14985	2,02342	3,74377	-0,151301 	4202	
3,21693	2,14193	3,32532	2,21898	3,9977	-0,188933 	3954	3,32532	2,21898	3,9977	-0,188933 	3954	
3,64403	1,01929	3,74403	1,11929	3,90776	-0,177436 	4002	3,58791	1,00004	3,72467	-0,147824 	4086	
2,0517	2,33025	2,63261	3,00849	3,99771	-0,188934 	3919	2,63261	3,00849	3,99771	-0,188934 	3919	
2,83963	2,01466	3,25631	2,31233	3,9938	-0,188476 	3864	3,23407	2,30261	3,97004	-0,185611 	3932	
2,3835	2,14555	2,93815	2,62721	3,94145	-0,181978 	3919	2,93815	2,62721	3,94145	-0,181978 	3919	
2,83816	1,64267	3,44314	1,99291	3,97831	-0,186624 	4321	3,45385	2,01755	3,99995	-0,189195 	3927	
1,2873	1,98611	2,16653	3,34634	3,98646	-0,187606 	649	2,13968	3,33778	3,96472	-0,18495 	4002	
2,46644	2,63828	2,7191	2,91551	3,98669	-0,187633 	3935	2,7191	2,91551	3,98669	-0,187633 	3935	
1,56655	3,19816	1,76126	3,59026	3,999	-0,189085 	3938	1,76126	3,59026	3,999	-0,189085 	3938	
3,21537	1,57104	3,55964	1,80866	3,99278	-0,188356 	3877	3,58803	1,7598	3,99635	-0,188776 	3938	
3,98517	0,849622	0,935901	0,212241	0,959665	822,599 	4006	4,78535	1,00033	4,88879	99999,8 	4103	
3,08042	1,00431	3,7327	1,22991	3,93011	-0,18048 	4334	3,12866	1,00079	3,28483	-0,0434554 	4198	
3,58379	1,58262	3,65526	1,61455	3,99596	-0,188729 	353	3,6484	1,63937	3,9998	-0,189177 	3957	
3,15833	1,46141	3,6	1,71902	3,98937	-0,187952 	3861	3,25833	1,56141	3,61313	-0,125724 	4003	
1,79919	3,34948	1,90089	3,51489	3,99597	-0,188731 	3948	1,90089	3,51489	3,99597	-0,188731 	3948	
3,46843	1,04319	3,56843	1,14319	3,74708	-0,151894 	4002	3,49795	1,00223	3,6387	-0,131058 	4101	
2,60469	1,19458	3,61645	1,64608	3,97345	-0,18603 	3867	3,67975	1,54684	3,99165	-0,188222 	4169	
1,96683	1,93458	2,85822	2,78915	3,9936	-0,188452 	3910	2,06683	2,03458	2,90022	0,0824192 	4253	
1,3903	1,7283	2,42404	3,07183	3,91306	-0,17817 	3892	2,30448	2,92528	3,72397	-0,147694 	4201	
3,22361	2,32331	3,24946	2,33089	3,999	-0,189085 	3965	3,24391	2,33727	3,99822	-0,188993 	198	
3,80334	1,18256	3,81967	1,18735	3,99996	-0,189196 	249	3,42602	1,0162	3,57355	-0,117152 	4126	
2,72948	1,46446	3,52276	1,86963	3,98815	-0,187808 	3882	2,82948	1,56446	3,23319	-0,0282909 	4203	
2,26502	1,96876	3,00945	2,59876	3,97622	-0,18637 	3912	2,98524	2,59641	3,95639	-0,183901 	545	
1,30369	2,71562	1,73058	3,59766	3,99225	-0,188293 	3911	1,40369	2,81562	3,14612	-0,00143967 	4224	
1,38499	3,08734	1,63511	3,62415	3,97593	-0,186334 	3926	1,02419	2,24402	2,4667	0,253301 	4294	
3,56914	1,52593	3,66957	1,58998	3,99923	-0,189111 	3936	3,65914	1,60593	3,99604	-0,188739 	3958	
1,99063	2,44769	2,48646	3,06899	3,94984	-0,183065 	3919	2,54094	3,07654	3,99017	-0,188047 	3920	
3,96475	0,688661	1,09461	0,320625	1,1406	895,852 	4004	3,86475	0,588661	3,90933	99999,8 	4627	
1,98944	2,90139	2,24255	3,26883	3,96413	-0,184876 	331	1,0015	1,43573	1,75051	0,56206 	4494	
1,26432	3,29082	1,42625	3,70794	3,97279	-0,185949 	443	1,23932	3,41582	3,6337	-0,130028 	4155	
1,78555	2,12063	2,57455	3,06131	3,99999	-0,189199 	812	2,57617	3,05795	3,99846	-0,189022 	662	
3,06943	1,45609	3,61826	1,68748	3,99242	-0,188314 	3841	3,16943	1,55609	3,53082	-0,107475 	4003	
3,46724	1,40275	3,70499	1,50245	3,99804	-0,188972 	3914	2,39578	1,00646	2,5986	0,198836 	4252	
1,24546	2,19178	1,95002	3,45373	3,96621	-0,185136 	3902	1,00536	1,74473	2,01366	0,448699 	4398	
3,48372	1,14688	3,78557	1,2415	3,98395	-0,187305 	3895	3,48372	1,04688	3,63762	-0,130836 	4144	
2,77087	1,99359	3,2382	2,34551	3,99842	-0,189017 	3838	3,23699	2,32897	3,98776	-0,187761 	513	
1,03269	1,09048	2,68919	2,93817	3,98304	-0,187196 	3879	2,77792	2,86751	3,99242	-0,188314 	4211	
3,96576	0,87807	1,09481	0,358317	1,15195	899,644 	4004	4,62361	1,00115	4,73076	99999,8 	4093	
3,87429	0,999519	3,74929	1,02452	3,88675	-0,174462 	4002	3,87328	0,998648	3,99995	99999,8 	253	
1,57121	1,44967	2,9728	2,67602	3,99983	-0,18918 	3893	2,67394	2,39947	3,59269	-0,121345 	4217	
2,79147	1,46869	3,52408	1,86192	3,98571	-0,187516 	3898	2,89147	1,56869	3,28958	-0,044824 	4203	
3,64715	1,28931	3,74715	1,38931	3,99641	-0,188782 	3931	3,74715	1,38931	3,99641	-0,188782 	4003	
1,41676	1,19564	3,03366	2,50819	3,93626	-0,181297 	3894	3,0527	2,51381	3,95452	-0,183664 	4203	
1,75542	1,92022	2,67411	2,95605	3,98611	-0,187564 	3903	2,68281	2,93885	3,97924	-0,186736 	3905	
3,64211	1,6521	3,63936	1,6252	3,98575	-0,187521 	117	3,62327	1,6556	3,9836	-0,187263 	179	
2,40172	1,84964	3,16561	2,44096	3,99742	-0,188901 	535	3,1619	2,42914	3,98727	-0,187703 	3914	
3,33119	1,313	3,68658	1,52585	3,98987	-0,188012 	3877	2,51746	1,02803	2,71927	0,150731 	4146	
1,19922	3,14721	1,44571	3,72106	3,99204	-0,188269 	3925	1,01797	3,15346	3,3137	-0,0516822 	4189	
1,55409	1,69146	2,7052	2,94608	3,99969	-0,189164 	733	1,00924	1,10426	1,49598	0,666586 	4487	
3,72781	1,08066	3,81781	1,16066	3,99033	-0,188067 	4002	3,3796	1,00785	3,52668	-0,106514 	4093	
3,06192	2,14636	3,26225	2,29415	3,98816	-0,187809 	3945	3,26225	2,29415	3,98816	-0,187809 	3945	
3,55348	1,34819	3,72317	1,43101	3,98871	-0,187874 	3921	2,66435	1,01162	2,84993	0,100895 	4212	
2,21989	1,97995	2,95052	2,61336	3,94148	-0,181982 	3912	2,9534	2,66591	3,97864	-0,186665 	3914	
3,38063	1,92312	3,46966	1,98153	3,99562	-0,18869 	3937	3,47625	1,97846	3,99983	-0,189181 	409	
3,11869	1,93031	3,393	2,10661	3,99378	-0,188474 	3894	1,59965	1,00216	1,88765	0,503388 	4396	
1,80212	1,34101	3,16118	2,33793	3,93179	-0,180704 	3880	3,04339	2,22561	3,77035	-0,155991 	4202	
3,08225	1,39111	3,64561	1,63239	3,99439	-0,188545 	4330	2,25044	1,02415	2,47252	0,250861 	4294	
1,61901	3,35744	1,74781	3,59778	3,99985	-0,189183 	3943	1,74536	3,59516	3,99643	-0,188785 	3945	
2,29066	3,06889	2,39385	3,20246	3,99828	-0,189001 	3952	2,39385	3,20246	3,99828	-0,189001 	3952	
1,19639	2,65195	1,64646	3,64182	3,99671	-0,188817 	3911	1,01514	2,6582	2,84544	0,102566 	4251	
1,73675	2,2707	2,41566	3,17333	3,98816	-0,187809 	3912	1,83675	2,3707	2,99898	0,0473938 	4252	
3,82604	1,002	1,61917	0,3933	1,66625	38337,5 	4001	3,87196	1,00354	3,9999	-0,189189 	4045	
1,2364	3,33498	1,40503	3,7448	3,99971	-0,189167 	3936	1,05515	3,34123	3,50388	-0,101149 	4168	
3,56282	1,00145	3,66282	1,10145	3,82485	-0,165058 	4002	3,6121	1,00001	3,74797	-0,152054 	4090	
1,82551	1,18493	3,61127	2,34794	4,30745	-0,213381 	3899	3,76517	2,41231	4,47165	-0,217182 	3895	
3,91726	1,95603	4,01354	2,01489	4,49091	-0,217233 	3937	4,01575	2,0125	4,49181	-0,217233 	3956	
2,68737	3,39203	2,79516	3,51751	4,49286	-0,217234 	3950	2,79516	3,51751	4,49286	-0,217234 	3932	
4,47847	0,702834	1,02963	0,184351	1,046	88,6143 	4006	4,44327	0,667286	4,4931	99999,8 	4473	
4,0356	1,91827	4,07656	1,88875	4,49285	-0,217234 	3956	4,06767	1,90892	4,49332	-0,217234 	3966	
1,75877	2,50962	2,57839	3,6798	4,49322	-0,217234 	628	2,57839	3,6798	4,49322	-0,217234 	621	
1,69373	3,04171	2,17839	3,91127	4,47699	-0,217204 	3919	2,17839	3,91127	4,47699	-0,217204 	3919	
3,1811	2,92219	3,30212	3,03494	4,48496	-0,217226 	3951	3,30212	3,03494	4,48496	-0,217226 	3951	
2,91904	2,50105	3,41051	2,92202	4,49108	-0,217233 	565	3,40963	2,92241	4,49066	-0,217233 	538	
2,74473	1,5108	3,92534	2,15469	4,47783	-0,217207 	3871	3,9191	2,16015	4,475	-0,217197 	3919	
3,6003	2,22319	3,80631	2,36692	4,48222	-0,21722 	3945	3,80631	2,36692	4,48222	-0,21722 	3945	
3,76598	1,7542	4,05506	1,92412	4,4884	-0,217231 	3904	4,0617	1,90333	4,48554	-0,217227 	3941	
1,65471	1,64518	3,16159	3,07757	4,41215	-0,216508 	3893	3,18753	3,12563	4,46429	-0,217141 	3900	
4,07025	1,76536	4,12088	1,79026	4,49296	-0,217234 	3951	4,11536	1,79363	4,48924	-0,217232 	3960	
4,37197	1,00056	1,00939	0,240919	1,03775	9,65196 	4006	4,47197	1,00056	4,58253	99999,8 	4002	
3,57194	1,36386	4,16343	1,60017	4,46034	-0,217114 	3838	3,67194	1,36386	3,91705	-0,178716 	4003	
3,17641	1,27023	3,84743	1,54775	4,14708	-0,203619 	4334	4,16755	1,6655	4,48803	-0,21723 	3923	
1,59746	2,88864	2,15356	3,88235	4,43965	-0,216917 	3910	2,16984	3,79812	4,37423	-0,215665 	3913	
2,81978	1,14488	4,12726	1,67061	4,45255	-0,217051 	4252	2,44534	1,01738	2,64854	0,178708 	4250	
1,96826	1,53178	3,5417	2,73359	4,47394	-0,217192 	3890	3,49034	2,69098	4,40725	-0,216417 	3893	
