-2,19642	4,90951	0,994295	2,9943	0,00058577 	1	10000	2,97266	0,622742	10,1975 	1	30002	1,00066	3,00066	7,93011e-06 	1	10000	10000
9,78149	4,71541	0,969814	2,96981	0,0164019 	1	10000	2,4328	8,69207	237,508 	1	30002	0,999194	2,99919	1,17046e-05 	1	10000	10000
-3,07657	2,30384	1,00628	3,00628	0,000710883 	1	10000	4,55273	4,01612	97,152 	1	30002	0,999445	2,99944	5,55186e-06 	1	10000	10000
-8,96603	7,55974	0,977371	2,97737	0,00921765 	1	10000	3,95123	2,60823	35,0666 	1	30002	0,999128	2,99913	1,36739e-05 	1	10000	10000
7,83197	-6,52272	0,990208	3,00979	0,000191763 	1	10000	-3,99107	6,77464	45,0776 	1	30002	0,999916	2,99992	1,2825e-07 	1	10000	10000
-0,863369	-1,57811	0,967317	2,96732	0,0192272 	1	10000	7,22716	8,74543	645,159 	1	30002	1,00082	3,00082	1,20543e-05 	1	10000	10000
9,61669	5,35813	1,02556	3,02556	0,0117632 	1	10000	-1,09608	2,31013	35,9154 	1	30002	0,999655	2,99965	2,14627e-06 	1	10000	10000
-9,26389	5,06394	0,971072	2,97107	0,0150633 	1	10000	4,62111	-1,59751	38,063 	1	30002	1,00031	3,00031	1,75033e-06 	1	10000	10000
-4,12091	-3,5136	0,996958	2,99696	0,000166534 	1	10000	-4,68634	-1,23079	443,632 	1	30002	1,00078	3,00078	1,0842e-05 	1	10000	10000
2,17261	-7,42241	0,971594	2,97159	0,0145245 	1	10000	-3,931	-1,04321	362,808 	1	30002	0,999674	2,99967	1,90855e-06 	1	10000	10000
-0,995209	-3,29203	1,01803	3,01803	0,00584991 	1	10000	-3,75648	0,54042	236,96 	1	30002	1,00068	3,00068	8,2404e-06 	1	10000	10000
-7,09464	5,59923	0,994249	2,99425	0,000595299 	1	10000	3,79098	5,20246	112,378 	1	30002	0,999576	2,99958	3,24129e-06 	1	10000	10000
6,03626	-7,94488	1,00061	2,99939	7,55218e-07 	1	10000	7,69017	2,8093	213,767 	1	30002	0,999405	2,99941	6,36798e-06 	1	10000	10000
-6,63747	-2,72805	1,01645	3,01645	0,00487274 	1	10000	9,27217	8,42442	848,239 	1	30002	1,00043	3,00043	3,30168e-06 	1	10000	10000
-5,73229	-9,54466	1,02539	3,02539	0,0116067 	1	10000	9,12845	5,56119	529,704 	1	30002	2,60593	1,26122	5,67298 	1	10000	10000
-9,68139	5,60045	1,01103	3,01103	0,00219088 	1	10000	4,05883	-4,64241	151,799 	1	30002	1,00051	3,00051	4,70897e-06 	1	10000	10000
4,70138	-6,12049	1,01808	3,01808	0,00588084 	1	10000	-4,17284	12,134	172,949 	1	30002	0,999496	2,9995	4,57492e-06 	1	10000	10000
-7,05435	7,8045	0,985277	2,98528	0,00390205 	1	10000	-4,00863	12,1822	179,072 	1	30002	1,00015	3,00015	4,08348e-07 	1	10000	10000
1,46397	-7,43278	0,979007	2,97901	0,00793294 	1	10000	2,12893	4,87903	40,9965 	1	30002	0,999388	2,99939	6,7337e-06 	1	10000	10000
-7,35099	-6,68813	1,02688	3,02688	0,0130073 	1	10000	-9,48479	-1,4486	1021,75 	1	30002	1,00088	3,00088	1,39472e-05 	1	10000	10000
-4,65499	6,93838	1,01154	3,01154	0,00239693 	1	10000	3,75575	1,50802	16,2086 	1	30002	1,00024	3,00024	1,06993e-06 	1	10000	10000
-0,183416	6,00879	1,0046	3,0046	0,000380301 	1	10000	-3,89395	2,63073	134,893 	1	30002	0,999535	2,99953	3,89578e-06 	1	10000	10000
-0,456862	-7,16727	1,01127	3,01127	0,0022857 	1	10000	11,2144	10,0755	1350,15 	1	30002	0,999194	2,99919	1,16819e-05 	1	10000	10000
-9,39146	-3,63445	1,01011	3,01011	0,00184054 	1	10000	-11,6066	-11,8826	3403,05 	1	30002	0,99953	2,99953	3,9778e-06 	1	10000	10000
-4,22346	-4,30647	1,01872	3,01872	0,00630579 	1	10000	-3,61825	4,17672	70,0892 	1	30002	1,00045	3,00045	3,6177e-06 	1	10000	10000
6,91397	-5,91723	0,991123	2,99112	0,00141854 	1	10000	5,69257	0,284145	45,0257 	1	30002	1,00036	3,00036	2,3385e-06 	1	10000	10000
-1,13559	9,31578	0,968518	2,96852	0,0178404 	1	10000	-0,031307	6,28966	32,2861 	1	30002	1,00081	3,00081	1,19073e-05 	1	10000	10000
2,58766	1,85766	1,03056	3,03056	0,0168155 	1	10000	0,00784466	4,40082	3,61467 	1	30002	1,00086	3,00086	1,32594e-05 	1	10000	10000
-2,09021	4,79659	1,02583	3,02583	0,0120078 	1	10000	-2,46856	6,49302	24,2345 	1	30002	1,0002	3,0002	7,32711e-07 	1	10000	10000
-0,887173	0,916471	0,983149	2,98315	0,00511127 	1	10000	1,1547	-0,729205	65,0393 	1	30002	1,00089	3,00089	1,43168e-05 	1	10000	10000
2,21229	5,30381	0,986608	2,98661	0,00322806 	1	10000	2,78046	4,65503	53,1196 	1	30002	0,999447	2,99945	5,49721e-06 	1	10000	10000
3,79376	8,92758	1,01505	3,01505	0,0040787 	1	10000	10,449	1,9537	372,8 	1	30002	0,999783	2,99978	8,45847e-07 	1	10000	10000
-9,97253	-7,71111	0,980536	2,98054	0,0068196 	1	10000	-10,1393	-8,1637	2238,41 	1	30002	-0,121497	2,07957	18,7827 	1	10000	10000
-6,38478	0,920133	1,01382	3,01382	0,00343544 	1	10000	-0,681898	1,32943	50,5758 	1	30002	1,00035	3,00035	2,21085e-06 	1	10000	10000
8,30927	-1,23081	1,0224	2,9776	0,00100328 	1	10000	7,53511	-1,51058	79,4479 	1	30002	1,00048	3,00048	4,2005e-06 	1	10000	10000
-2,10547	-6,1626	0,993421	2,99342	0,000779003 	1	10000	1,45832	-1,45026	83,7573 	1	30002	1,00014	3,00014	3,36238e-07 	1	10000	10000
1,54759	-4,69222	1,03102	3,03102	0,0173215 	1	10000	9,62822	2,63194	347,503 	1	30002	0,999396	2,9994	6,56439e-06 	1	10000	10000
2,84097	5,35081	0,982665	2,98266	0,00540926 	1	10000	0,0057184	2,26788	13,4464 	1	30002	0,999514	2,99951	4,24394e-06 	1	10000	10000
-2,16529	4,3144	1	3	3,82959e-11 	1	10000	1,38854	-1,44294	85,6432 	1	30002	1,0005	3,0005	4,4885e-06 	1	10000	10000
-8,84091	7,54936	1,01356	3,01356	0,00330826 	1	10000	5,14471	2,34631	66,3548 	1	30002	0,999236	2,99924	1,05097e-05 	1	10000	10000
-9,71191	8,28669	1,0255	3,0255	0,0117003 	1	10000	-5,61928	5,73923	111,538 	1	30002	1,00068	3,00068	8,43974e-06 	1	10000	10000
-0,184027	6,14368	0,974636	2,97464	0,0115796 	1	10000	6,89587	2,88575	168,483 	1	30002	0,999565	2,99956	3,41349e-06 	1	10000	10000
1,93945	7,62871	0,995183	2,99518	0,000417632 	1	10000	5,22012	5,65255	213,78 	1	30002	1,0003	3,0003	1,60312e-06 	1	10000	10000
9,09604	5,80126	0,986514	2,98651	0,00327355 	1	10000	-4,17422	-6,57074	988,027 	1	30002	1,00028	3,00028	1,44861e-06 	1	10000	10000
-7,76421	-6,34144	0,982191	2,98219	0,00570918 	1	10000	9,55175	13,384	1615,21 	1	30002	0,999651	2,99965	2,19004e-06 	1	10000	10000
6,06738	-7,76299	0,992607	2,99261	0,000983832 	1	10000	6,36833	-7,25151	229,294 	1	30002	0,999663	2,99966	2,04968e-06 	1	10000	10000
-6,74001	-7,55791	0,985559	2,98556	0,00375401 	1	10000	-14,4381	-7,25796	2984,71 	1	30002	1,15913	2,84087	0,0506451 	1	10000	10000
