0	100
-0,0269564	99,9995
-0,0539258	99,998
-0,0809058	99,9955
-0,107894	99,9921
-0,134888	99,9876
-0,161885	99,9822
-0,188883	99,9757
-0,21588	99,9683
-0,242872	99,9599
-0,269859	99,9506
-0,296836	99,9403
-0,323803	99,929
-0,350756	99,9167
-0,377693	99,9035
-0,404612	99,8893
-0,43151	99,8741
-0,458385	99,858
-0,485234	99,8409
-0,512056	99,8229
-0,538847	99,8039
-0,565606	99,784
-0,59233	99,7631
-0,619016	99,7413
-0,645663	99,7186
-0,672268	99,6949
-0,698829	99,6703
-0,725342	99,6447
-0,751807	99,6182
-0,77822	99,5908
-0,804579	99,5624
-0,830883	99,5332
-0,857127	99,503
-0,883311	99,4719
-0,909432	99,4398
-0,935488	99,4069
-0,961475	99,373
-0,987393	99,3382
-1,01324	99,3025
-1,03901	99,266
-1,0647	99,2285
-1,09032	99,1901
-1,11585	99,1508
-1,1413	99,1106
-1,16666	99,0695
-1,19193	99,0275
-1,21712	98,9846
-1,24221	98,9409
-1,2672	98,8962
-1,2921	98,8507
-1,31689	98,8043
-1,34159	98,757
-1,36618	98,7089
-1,39066	98,6598
-1,41504	98,6099
-1,4393	98,5591
-1,46345	98,5075
-1,48748	98,455
-1,5114	98,4016
-1,5352	98,3474
-1,55887	98,2923
-1,58242	98,2363
-1,60584	98,1795
-1,62913	98,1219
-1,65229	98,0634
-1,67532	98,004
-1,69821	97,9438
-1,72096	97,8828
-1,74358	97,8209
-1,76605	97,7582
-1,78838	97,6946
-1,81055	97,6302
-1,83259	97,565
-1,85446	97,4989
-1,87619	97,4321
-1,89776	97,3644
-1,91917	97,2958
-1,94043	97,2265
-1,96152	97,1563
-1,98244	97,0853
-2,0032	97,0135
-2,0238	96,9409
-2,04422	96,8675
-2,06446	96,7933
-2,08454	96,7182
-2,10443	96,6424
-2,12415	96,5657
-2,14369	96,4883
-2,16304	96,41
-2,18221	96,331
-2,20119	96,2512
-2,21997	96,1706
-2,23857	96,0892
-2,25698	96,007
-2,27518	95,924
-2,29319	95,8402
-2,311	95,7557
-2,32861	95,6703
-2,34601	95,5842
-2,36321	95,4974
-2,3802	95,4097
-2,39697	95,3213
-2,41354	95,2321
-2,42989	95,1422
-2,44602	95,0514
-2,46194	94,96
-2,47763	94,8677
-2,49311	94,7747
-2,50835	94,681
-2,52337	94,5864
-2,53817	94,4912
-2,55273	94,3952
-2,56706	94,2984
-2,58115	94,2009
-2,59501	94,1026
-2,60863	94,0037
-2,62201	93,9039
-2,63514	93,8034
-2,64803	93,7022
-2,66068	93,6003
-2,67308	93,4976
-2,68522	93,3942
-2,69712	93,2901
-2,70876	93,1852
-2,72014	93,0796
-2,73127	92,9733
-2,74214	92,8663
-2,75274	92,7585
-2,76308	92,65
-2,77316	92,5409
-2,78297	92,431
-2,79251	92,3204
-2,80178	92,209
-2,81077	92,097
-2,81949	91,9843
-2,82794	91,8708
-2,8361	91,7567
-2,84399	91,6418
-2,85159	91,5263
-2,85891	91,4101
-2,86594	91,2931
-2,87269	91,1755
-2,87915	91,0572
-2,88531	90,9382
-2,89119	90,8185
-2,89677	90,6981
-2,90205	90,577
-2,90703	90,4553
-2,91172	90,3328
-2,9161	90,2097
-2,92018	90,0859
-2,92396	89,9615
-2,92743	89,8363
-2,93059	89,7105
-2,93344	89,584
-2,93597	89,4569
-2,9382	89,3291
-2,94011	89,2006
-2,9417	89,0714
-2,94298	88,9416
-2,94393	88,8111
-2,94456	88,68
-2,94487	88,5482
-2,94486	88,4158
-2,94451	88,2826
-2,94384	88,1489
-2,94284	88,0145
-2,94151	87,8794
-2,93985	87,7437
-2,93785	87,6074
-2,93551	87,4704
-2,93284	87,3327
-2,92983	87,1945
-2,92648	87,0555
-2,92278	86,916
-2,91874	86,7758
-2,91436	86,635
-2,90963	86,4935
-2,90455	86,3514
-2,89912	86,2087
-2,89334	86,0653
-2,88721	85,9213
-2,88072	85,7767
-2,87388	85,6314
-2,86668	85,4856
-2,85913	85,3391
-2,85121	85,192
-2,84293	85,0443
-2,83429	84,8959
-2,82529	84,7469
-2,81592	84,5974
-2,80618	84,4472
-2,79607	84,2964
-2,7856	84,1449
-2,77476	83,9929
-2,76354	83,8403
-2,75195	83,687
-2,73998	83,5332
-2,72764	83,3787
-2,71492	83,2237
-2,70183	83,068
-2,68835	82,9117
-2,67449	82,7549
-2,66025	82,5974
-2,64563	82,4393
-2,63062	82,2807
-2,61522	82,1214
-2,59944	81,9616
-2,58327	81,8011
-2,56671	81,6401
-2,54976	81,4785
-2,53242	81,3163
-2,51468	81,1535
-2,49655	80,9901
-2,47802	80,8261
-2,4591	80,6616
-2,43978	80,4965
-2,42006	80,3307
-2,39994	80,1644
-2,37942	79,9976
-2,3585	79,8301
-2,33718	79,6621
-2,31545	79,4934
-2,29331	79,3243
-2,27077	79,1545
-2,24783	78,9842
-2,22447	78,8132
-2,20071	78,6418
-2,17653	78,4697
-2,15194	78,2971
-2,12694	78,1239
-2,10153	77,9501
-2,07571	77,7758
-2,04946	77,6009
-2,02281	77,4255
-1,99573	77,2494
-1,96824	77,0729
-1,94033	76,8957
-1,912	76,718
-1,88325	76,5397
-1,85408	76,3609
-1,82448	76,1815
-1,79447	76,0016
-1,76402	75,8211
-1,73316	75,64
-1,70187	75,4584
-1,67015	75,2762
-1,63801	75,0935
-1,60543	74,9102
-1,57243	74,7264
-1,539	74,542
-1,50514	74,3571
-1,47085	74,1716
-1,43613	73,9856
-1,40097	73,799
-1,36538	73,6119
-1,32936	73,4242
-1,29291	73,236
-1,25601	73,0472
-1,21869	72,8579
-1,18092	72,668
-1,14272	72,4776
-1,10409	72,2867
-1,06501	72,0952
-1,0255	71,9032
-0,985542	71,7106
-0,945148	71,5175
-0,904313	71,3238
-0,863038	71,1296
-0,82132	70,9349
-0,77916	70,7396
-0,736558	70,5438
-0,693512	70,3475
-0,650023	70,1506
-0,606089	69,9532
-0,56171	69,7552
