0,448831	-8,58856
1,71409	-7,03974
3,58897	-4,70205
5,88586	-1,67023
6,67058	0,186965
7,01009	1,814
6,94735	3,14628
6,50427	4,16273
4,88885	5,54525
2,58846	6,25064
-0,341201	6,24839
-2,02846	5,83748
-3,28657	5,20644
-4,11345	4,78477
-4,54258	4,61074
-4,63852	4,76557
-3,98886	5,40152
-2,57391	6,42932
-1,52427	6,69156
-0,598003	6,54057
0,55201	5,71281
1,46633	4,05464
1,756	2,26675
1,62124	1,42064
1,68353	0,92051
1,94438	0,744905
2,78024	1,01977
3,08647	1,49203
3,0465	1,88994
2,36	2,38709
1,2685	2,53838
0,787039	2,91374
0,546377	3,4838
0,456229	3,77643
0,305503	3,77975
0,24324	3,51818
0,642774	3,14527
1,05931	3,09569
1,28908	2,86678
1,29854	2,53241
1,38023	2,43043
1,51964	2,54652
1,39993	2,80794
1,05009	2,89153
0,900387	3,12293
0,762533	3,15618
0,803353	3,23988
0,90118	3,05565
1,09914	3,03285
1,1709	2,90634
1,10263	2,72441
1,11182	2,673
1,24312	2,77965
1,1936	2,90479
0,985944	2,97139
0,9224	3,10239
0,85047	3,11697
0,886568	3,13572
0,958986	3,0056
1,0761	2,98534
1,11513	2,91483
1,06972	2,83618
1,0656	2,83018
1,11261	2,90985
1,05756	2,98983
0,969613	3,00257
0,93563	3,05183
0,961202	3,0972
0,954487	3,08943
0,929121	3,04053
0,956414	3,00259
1,00967	3,00398
1,02898	2,97756
1,00868	2,95033
1,01293	2,95744
1,03317	2,98862
1,02578	3,00111
0,996577	2,99452
0,987885	3,00779
1,00341	3,02771
1,00302	3,02859
0,983668	3,00713
0,992137	2,99762
1,00965	3,00529
1,01356	3,0009
1,00521	2,98699
1,00475	2,9865
1,01129	2,9972
1,0034	3,00316
0,99187	2,99806
0,98898	3,0001
0,993661	3,00781
0,998232	3,00629
0,998041	2,99836
1,00301	2,99615
1,0079	3,00069
1,00774	3,001
1,00174	2,99652
0,999364	2,99861
1,00087	3,00331
0,999523	3,00449
0,996017	3,00258
0,996092	3,00187
0,998911	3,00266
1,00093	2,99964
0,999772	2,99678
1,00019	2,99598
1,00289	2,99746
1,00257	2,99878
1,00013	2,99932
0,999409	3,00093
0,99835	3,00106
0,998555	3,00155
0,99992	3,00049
0,99995	2,99922
1,00054	2,99876
1,00147	2,99904
1,00162	2,99908
1,00097	2,99878
1,00017	2,99953
1,00007	3,00032
0,999683	3,00067
0,999143	3,00062
0,999023	3,00064
0,99931	3,0008
0,999762	3,00046
0,999857	3,0001
1,00014	2,99983
1,00039	2,99977
1,00045	2,99965
1,00034	2,99954
1,00021	2,9996
1,00019	2,99984
1,00005	3,00001
0,999874	3,00008
0,999798	3,00017
